,ta,rh,vel,met,clo,thermal_sensation
22178,12.2,63.1,0.6067274776674514,1.1262798634812288,1.5537899999999998,-2.0
22179,11.6,62.7,0.2870755875454184,1.006825938566553,1.5537899999999998,-2.0
22180,11.6,63.1,0.7870946977617239,1.006825938566553,1.5537899999999998,-2.0
22181,12.800000000000002,65.2,0.2002460270184548,1.006825938566553,1.62778,-3.0
22182,12.800000000000002,64.8,0.3129479382029874,1.877133105802048,1.62778,-3.0
22183,12.800000000000002,65.7,0.3129479382029874,0.8873720136518772,1.62778,-3.0
22184,12.800000000000002,66.5,0.4207411964427911,1.877133105802048,1.62778,-2.0
22185,12.800000000000002,66.1,0.4207411964427911,1.877133105802048,1.62778,-2.0
22186,12.800000000000002,64.4,0.4207411964427911,1.006825938566553,1.62778,-2.0
22187,13.4,67.3,0.5520122687672893,1.1262798634812288,1.62778,-2.0
22188,13.4,65.2,0.382373703187067,0.8873720136518772,1.62778,-2.0
22189,13.4,64.4,0.5520122687672893,1.877133105802048,1.62778,-2.0
22190,13.4,66.5,0.5520122687672893,1.877133105802048,1.62778,-2.0
22191,12.800000000000002,67.3,0.4207411964427911,1.006825938566553,1.62778,-3.0
22192,12.800000000000002,66.5,0.4207411964427911,0.8873720136518772,1.62778,-3.0
22193,12.2,65.7,0.3464822724752133,1.877133105802048,1.62778,-3.0
22194,12.800000000000002,66.1,0.4207411964427911,0.7679180887372011,1.6066399999999998,-3.0
22195,12.800000000000002,69.3,0.2002460270184548,0.8873720136518772,1.24892244,-3.0
22196,12.800000000000002,70.4,0.2002460270184548,1.006825938566553,1.24892244,-3.0
22197,12.800000000000002,70.1,0.2002460270184548,1.006825938566553,1.24892244,-3.0
22198,12.800000000000002,70.4,0.281659021579661,1.877133105802048,1.24892244,-2.0
22199,12.800000000000002,68.5,0.281659021579661,1.877133105802048,1.24892244,-2.0
22200,12.800000000000002,69.7,0.281659021579661,1.006825938566553,1.24892244,-2.0
22201,12.800000000000002,73.1,0.281659021579661,1.1262798634812288,1.24892244,-2.0
22202,12.800000000000002,70.4,0.281659021579661,0.8873720136518772,1.24892244,-2.0
22203,12.800000000000002,69.7,0.4207411964427911,0.8873720136518772,1.24892244,-2.0
22204,12.800000000000002,70.4,0.4207411964427911,1.006825938566553,1.24892244,-3.0
22205,12.800000000000002,69.7,0.4207411964427911,1.877133105802048,1.24892244,-3.0
22206,12.800000000000002,68.9,0.4207411964427911,0.8873720136518772,1.24892244,-3.0
22207,12.2,67.3,0.3464822724752133,1.006825938566553,1.24892244,-3.0
22208,12.800000000000002,69.7,0.6016421280929305,0.7679180887372011,1.24892244,-3.0
22209,14.0,40.0,0.6121587022239734,0.7679180887372011,1.55408771,-3.0
22210,14.6,42.1,0.9087444124432742,0.8873720136518772,1.0417999999999998,-3.0
22211,15.7,42.1,0.9673957821422384,1.006825938566553,1.58782275,-3.0
22212,16.2,37.80000000000001,0.7998344412852154,1.006825938566553,1.58782275,-3.0
22213,16.2,40.0,0.6555887242449395,1.006825938566553,1.58782275,-3.0
22214,17.8,38.400000000000006,1.1618520657720883,1.006825938566553,1.58782275,-2.0
22215,18.3,36.7,1.23337254637378,1.006825938566553,1.0417999999999998,-2.0
22216,18.3,30.5,0.7998344412852154,1.006825938566553,1.0417999999999998,-2.0
22217,17.8,37.30000000000001,1.1618520657720883,1.006825938566553,1.0417999999999998,-2.0
22218,16.8,39.5,1.1618520657720883,0.8873720136518772,1.58782275,-3.0
22219,16.2,40.6,1.30853920169975,1.006825938566553,1.0417999999999998,-3.0
22220,15.7,40.6,1.161852065772086,1.006825938566553,1.58782275,-3.0
22221,15.7,40.0,1.4706103116828324,1.006825938566553,1.0417999999999998,-3.0
22222,15.7,38.900000000000006,0.164,1.006825938566553,1.0417999999999998,-3.0
22223,15.1,38.900000000000006,0.164,0.8873720136518772,1.14348011,-3.0
22224,10.4,59.2,0.164,0.8873720136518772,1.58782275,0.0
22225,11.0,57.900000000000006,0.164,1.877133105802048,1.58782275,-1.0
22226,11.6,57.900000000000006,0.164,1.006825938566553,1.58782275,-2.0
22227,12.2,56.0,0.164,1.006825938566553,1.58782275,-2.0
22228,12.2,56.0,0.164,1.006825938566553,1.58782275,-3.0
22229,11.6,56.0,0.164,1.006825938566553,1.58782275,-3.0
22230,11.6,55.6,0.164,1.006825938566553,1.58782275,-3.0
22231,11.0,55.6,0.164,1.006825938566553,1.58782275,-3.0
22232,11.0,57.400000000000006,0.164,1.006825938566553,1.58782275,-3.0
22233,10.4,56.5,0.0517048778765899,1.1262798634812288,1.5537899999999998,-2.0
22234,11.6,53.2,0.070398472991802,1.006825938566553,1.5326499999999998,-2.0
22235,11.6,63.6,0.164,0.8873720136518772,1.5537899999999998,-1.0
22236,12.2,63.1,0.164,1.1262798634812288,1.5537899999999998,-2.0
22237,14.0,38.900000000000006,0.1643801935946301,1.006825938566553,1.5537899999999998,-1.0
22238,12.2,61.400000000000006,0.164,0.8873720136518772,1.5537899999999998,-1.0
22239,11.6,61.400000000000006,0.164,1.877133105802048,1.5537899999999998,-2.0
22240,12.2,60.5,0.164,1.006825938566553,1.5537899999999998,-2.0
22241,12.2,59.7,0.164,1.006825938566553,1.5537899999999998,-2.0
22242,11.6,59.7,0.164,0.7679180887372011,1.5326499999999998,-2.0
22243,11.6,60.1,1.216969255511134,1.006825938566553,1.62778,-2.0
22244,11.0,59.2,0.770480331624804,1.006825938566553,1.62778,-2.0
22245,12.2,57.900000000000006,1.4058760570028517,1.877133105802048,1.62778,-2.0
22246,12.2,56.900000000000006,1.4058760570028517,0.8873720136518772,1.62778,-2.0
22247,12.2,59.7,0.164,1.877133105802048,1.62778,-2.0
22248,12.2,58.80000000000001,1.4058760570028517,1.006825938566553,1.62778,-2.0
22249,12.2,61.80000000000001,1.4058760570028517,1.877133105802048,1.62778,-2.0
22250,12.800000000000002,60.5,0.164,1.006825938566553,1.62778,-2.0
22251,12.800000000000002,59.7,0.164,1.877133105802048,1.62778,-2.0
22252,12.2,61.400000000000006,0.164,1.006825938566553,1.62778,-2.0
22253,12.800000000000002,59.2,0.164,0.8873720136518772,1.62778,-3.0
22254,12.2,58.30000000000001,0.164,1.877133105802048,1.62778,-3.0
22255,12.2,57.400000000000006,0.164,1.1262798634812288,1.62778,-3.0
22256,12.2,54.6,0.164,1.877133105802048,1.62778,-3.0
22257,11.6,67.3,1.1308081753902548,1.1262798634812288,1.24892244,-3.0
22258,11.6,68.5,1.1308081753902548,0.8873720136518772,1.24892244,-3.0
22259,11.6,65.7,1.1308081753902548,1.006825938566553,1.24892244,-3.0
22260,11.6,62.30000000000001,1.1308081753902548,1.877133105802048,1.24892244,-3.0
22261,11.6,61.80000000000001,1.1308081753902548,0.6484641638225255,1.24892244,-3.0
22262,11.6,60.1,1.1308081753902548,1.006825938566553,1.24892244,-3.0
22263,12.2,64.0,1.308539201699752,1.877133105802048,1.24892244,-3.0
22264,12.2,68.5,0.9734225366162036,1.006825938566553,1.24892244,-3.0
22265,12.2,64.4,1.308539201699752,1.877133105802048,1.24892244,-3.0
22266,12.2,66.5,0.164,0.6484641638225255,1.24892244,-3.0
22267,12.2,65.2,0.164,1.1262798634812288,1.24892244,-3.0
22268,11.6,62.7,0.164,0.8873720136518772,1.24892244,-3.0
22269,11.6,61.80000000000001,0.164,1.006825938566553,1.24892244,-3.0
22270,12.2,65.2,0.164,0.7679180887372011,1.24892244,-3.0
22271,14.0,31.1,0.164,0.8873720136518772,1.14348011,-3.0
22272,14.0,32.80000000000001,0.164,0.8873720136518772,1.58782275,-3.0
22273,15.7,32.80000000000001,0.164,1.006825938566553,1.58782275,-2.0
22274,11.6,53.7,0.164,0.8873720136518772,1.62778,-2.0
22275,11.6,50.30000000000001,0.164,1.006825938566553,1.62778,-2.0
22276,11.6,50.30000000000001,0.164,1.006825938566553,1.62778,-2.0
22277,11.6,44.80000000000001,0.164,1.006825938566553,1.62778,-2.0
22278,12.2,44.80000000000001,0.164,1.006825938566553,1.62778,-2.0
22279,21.9,63.900000000000006,0.038416,1.0,0.4997321099999999,-1.0
22280,23.7,54.2,0.2208999999999999,1.2,0.5390699999999998,0.0
22281,24.1,53.6,0.0829439999999999,1.0,0.5390699999999998,0.0
22282,23.4,58.80000000000001,0.0924159999999999,1.2,0.5390699999999998,-1.0
22283,23.0,58.2,0.058081,1.0,0.4997321099999999,-1.0
22284,23.1,56.30000000000001,0.044521,1.2,0.4997321099999999,0.0
22285,19.6,62.30000000000001,0.067081,1.2,0.41454539,-1.0
22286,20.6,64.4,0.067081,1.2,0.41454539,-1.0
22287,20.6,61.5,0.067081,1.2,0.41454539,-1.0
22288,20.1,64.0,0.0829439999999999,1.2,0.5390699999999998,-1.0
22289,22.4,57.900000000000006,0.032761,1.0,0.5390699999999998,-2.0
22290,22.2,54.2,0.205209,1.2,0.5390699999999998,0.0
22291,21.3,57.6,0.032761,1.0,0.4997321099999999,0.0
22292,21.5,56.5,0.023104,2.0,0.41454539,-1.0
22293,21.8,52.7,0.011881,1.0,0.4997321099999999,-1.0
22294,22.4,49.80000000000001,0.027889,1.2,0.4997321099999999,-1.0
22295,19.9,33.400000000000006,0.019044,1.0,0.8365827499999999,-1.0
22296,20.1,28.0,0.019044,1.0,0.8365827499999999,-1.0
22297,19.6,44.900000000000006,0.019044,1.0,0.4997321099999999,-1.0
22298,20.8,41.1,0.044521,1.0,0.4997321099999999,0.0
22299,22.1,35.1,0.051076,1.2,0.4997321099999999,0.0
22300,22.6,34.6,0.0660489999999999,1.0,0.4997321099999999,0.0
22301,22.9,34.5,0.032761,1.2,0.49679,2.0
22302,23.5,28.8,0.038416,1.2,0.49679,2.0
22303,23.6,21.0,0.148225,1.0,0.49679,0.0
22304,19.8,32.1,0.25,1.2,0.43337,-1.0
22305,21.4,29.4,0.2304,1.0,0.59192,-2.0
22306,23.7,16.8,0.0676,1.6,0.43337,0.0
22307,18.9,44.0,0.0440999999999999,1.2,0.41454539,-1.0
22308,21.8,28.7,0.0075689999999999,1.0,0.41454539,0.0
22309,23.1,21.6,0.0075689999999999,1.0,0.41454539,-1.0
22310,22.7,40.6,0.051076,1.2,0.49679,0.0
22311,22.1,51.80000000000001,0.190096,1.0,0.49679,0.0
22312,20.2,45.30000000000001,0.023104,1.0,0.4997321099999999,-1.0
22313,21.0,43.900000000000006,0.027889,1.0,0.4997321099999999,0.0
22314,22.1,46.30000000000001,0.023104,1.0,0.4997321099999999,0.0
22315,22.4,48.400000000000006,0.051076,1.0,0.4997321099999999,0.0
22316,22.2,27.6,0.2304,1.2,0.59192,-1.0
22317,21.4,27.0,0.0324,1.2,0.3910900000000001,-1.0
22318,25.3,23.5,0.5625,1.2,0.5496400000000001,0.0
22319,20.9,40.900000000000006,0.059049,1.0,0.46721124,-1.0
22320,22.4,37.2,0.021609,1.2,0.46721124,-1.0
22321,23.4,37.30000000000001,0.013689,1.2,0.46721124,-1.0
22322,21.7,50.30000000000001,0.0302759999999999,1.2,0.8138900000000001,-1.0
22323,24.4,41.6,0.173889,1.2,0.51793,0.0
22324,19.8,35.0,0.105625,1.6,0.4122300000000001,-2.0
22325,20.3,36.2,0.173889,1.6,0.3593800000000001,-1.0
22326,22.1,31.1,,1.2,0.2680648400000001,1.0
22327,22.8,48.6,0.044521,1.2,0.5390699999999998,0.0
22328,23.4,36.0,0.0829439999999999,2.0,0.38052,2.0
22329,21.3,38.400000000000006,0.1239039999999999,2.0,0.38052,-1.0
22330,20.3,57.900000000000006,0.044521,2.0,0.41454539,-1.0
22331,20.6,45.80000000000001,0.0829439999999999,1.0,0.4997321099999999,-1.0
22332,20.6,36.2,0.044521,1.0,0.4997321099999999,-1.0
22333,20.7,40.80000000000001,0.044521,1.0,0.4997321099999999,-1.0
22334,20.3,50.30000000000001,0.25,1.2,0.59192,-2.0
22335,20.9,30.0,0.1936,1.2,0.43337,-2.0
22336,21.6,16.7,0.4356000000000001,2.0,0.43337,0.0
22337,19.6,46.80000000000001,0.067081,1.6,0.2680648400000001,-1.0
22338,20.4,30.0,0.051076,1.6,0.2680648400000001,-1.0
22339,20.5,32.5,0.037636,3.8,0.2680648400000001,-1.0
22340,21.1,58.80000000000001,0.047089,2.0,0.6553399999999998,0.0
22341,19.4,56.5,0.1444,1.0,0.6024899999999997,-1.0
22342,20.6,35.6,0.0529,1.0,0.6024899999999997,-1.0
22343,26.6,30.5,,1.2,0.51793,2.0
22344,21.4,49.7,0.135424,2.0,0.33824,-1.0
22345,23.5,35.400000000000006,0.101761,1.2,0.49679,0.0
22346,22.3,46.400000000000006,0.175561,2.0,0.33824,0.0
22347,19.5,52.1,0.038416,1.0,0.4997321099999999,-1.0
22348,20.4,45.6,0.032761,1.0,0.4997321099999999,-1.0
22349,21.1,48.5,0.032761,1.0,0.4997321099999999,-1.0
22350,21.0,49.900000000000006,0.032761,1.0,0.4997321099999999,-1.0
22351,23.3,36.5,0.103041,1.2,0.8350299999999999,-1.0
22352,25.1,26.5,0.0256,1.2,0.8350299999999999,-1.0
22353,24.9,30.3,0.0256,1.2,0.8350299999999999,0.0
22354,18.9,49.30000000000001,0.0529,1.2,0.44394,0.0
22355,20.2,40.0,0.156816,1.6,0.3593800000000001,0.0
22356,21.8,41.1,0.170569,1.6,0.3593800000000001,-2.0
22357,20.9,56.7,0.0353439999999999,1.2,0.7716099999999999,-1.0
22358,22.8,43.2,0.013689,1.2,0.7716099999999999,0.0
22359,23.7,47.80000000000001,0.018225,1.2,0.93016,0.0
22360,23.1,42.1,,1.2,0.51793,0.0
22361,25.3,33.400000000000006,,1.2,0.51793,0.0
22362,25.8,38.900000000000006,,1.0,0.51793,0.0
22363,24.1,30.4,,1.2,0.4779747500000001,1.0
22364,21.8,46.30000000000001,,1.2,0.3245840000000001,-1.0
22365,23.3,46.2,,1.0,0.231921,0.0
22366,28.1,29.4,,1.2,0.231921,1.0
22367,25.7,37.5,,1.0,0.231921,0.0
22368,22.8,50.5,0.038416,1.2,0.49679,0.0
22369,21.8,57.900000000000006,0.112896,1.0,0.49679,-1.0
22370,20.5,60.400000000000006,0.044521,1.0,0.4997321099999999,-1.0
22371,20.9,61.400000000000006,0.038416,1.2,0.41454539,-1.0
22372,21.3,46.400000000000006,0.051076,1.2,0.41454539,-1.0
22373,21.3,49.2,0.2116,1.0,0.6024899999999997,-2.0
22374,22.1,24.7,0.0899999999999999,3.8,0.44394,-2.0
22375,20.5,56.5,0.037636,1.2,0.63672579,0.0
22376,20.6,42.900000000000006,0.021609,1.0,0.63672579,0.0
22377,21.9,62.7,0.042849,1.2,0.6553399999999998,0.0
22378,22.7,61.0,0.013689,1.2,0.82446,1.0
22379,23.2,41.6,0.0353439999999999,1.2,0.82446,1.0
22380,24.4,36.2,,1.2,0.5898327499999999,1.0
22381,23.4,56.0,,1.0,0.41454539,0.0
22382,25.9,38.900000000000006,,1.2,0.41454539,0.0
22383,27.0,32.900000000000006,,1.2,0.41454539,0.0
22384,20.3,49.80000000000001,0.027889,1.0,0.4997321099999999,-1.0
22385,21.0,44.400000000000006,0.0151289999999999,1.2,0.41454539,-1.0
22386,21.3,42.1,0.038416,1.0,0.4997321099999999,-1.0
22387,20.0,51.2,0.0151289999999999,1.0,0.4997321099999999,-1.0
22388,21.0,49.0,0.032761,1.0,0.4997321099999999,-1.0
22389,21.8,45.900000000000006,0.0151289999999999,1.0,0.4997321099999999,-1.0
22390,21.9,45.400000000000006,0.023104,1.0,0.4997321099999999,-1.0
22391,22.4,49.80000000000001,0.112896,1.2,0.49679,2.0
22392,23.4,48.80000000000001,0.205209,1.0,0.49679,-1.0
22393,24.5,46.6,0.044521,1.0,0.49679,0.0
22394,21.0,53.30000000000001,0.027889,1.2,0.4997321099999999,-1.0
22395,22.4,51.5,0.058081,1.2,0.4997321099999999,-1.0
22396,23.0,50.400000000000006,0.032761,1.2,0.4997321099999999,0.0
22397,23.4,48.30000000000001,0.038416,1.0,0.4997321099999999,0.0
22398,21.3,34.0,0.01,1.2,0.43337,-1.0
22399,23.1,29.2,0.0289,1.2,0.43337,0.0
22400,25.1,24.7,0.5041,1.2,0.43337,0.0
22401,21.5,46.30000000000001,0.021609,1.2,0.41454539,0.0
22402,25.0,32.6,0.059049,1.6,0.2680648400000001,0.0
22403,25.3,30.5,0.0440999999999999,1.2,0.41454539,0.0
22404,22.3,59.2,0.01,1.2,0.7716099999999999,1.0
22405,23.6,51.0,0.023104,1.2,0.7716099999999999,1.0
22406,24.9,46.900000000000006,0.023104,1.2,0.7716099999999999,1.0
22407,25.3,40.6,,1.2,0.51793,2.0
22408,27.0,40.0,,1.2,0.51793,2.0
22409,27.9,37.80000000000001,,1.2,0.51793,3.0
22410,23.8,44.2,,1.2,0.5898327499999999,2.0
22411,27.2,32.80000000000001,,1.0,0.7720159999999999,1.0
22412,24.3,49.80000000000001,,1.0,0.41454539,1.0
22413,30.2,33.2,,3.8,0.2680648400000001,2.0
22414,22.0,67.3,0.3352409999999999,2.0,0.33824,-1.0
22415,21.6,66.6,0.161604,1.0,0.49679,-2.0
22416,24.4,57.900000000000006,0.032761,1.2,0.49679,1.0
22417,22.3,57.5,0.032761,3.8,0.41454539,0.0
22418,22.6,59.0,0.032761,1.2,0.4997321099999999,0.0
22419,22.4,56.5,0.019044,1.2,0.4997321099999999,0.0
22420,22.6,43.7,0.023104,1.0,0.4997321099999999,0.0
22421,22.9,45.80000000000001,0.1369,1.2,0.7293299999999998,1.0
22422,23.9,44.80000000000001,0.0899999999999999,1.2,0.8878799999999999,0.0
22423,23.6,45.30000000000001,0.1936,1.2,0.8878799999999999,1.0
22424,22.9,49.1,0.051076,1.2,0.41454539,0.0
22425,23.9,48.30000000000001,0.037636,1.0,0.41454539,-1.0
22426,23.9,28.1,0.076176,1.2,0.41454539,0.0
22427,25.0,50.5,0.060516,1.2,0.7821799999999999,-1.0
22428,25.4,48.400000000000006,0.053361,1.2,0.7821799999999999,-1.0
22429,25.6,46.2,0.0353439999999999,2.0,0.3593800000000001,0.0
22430,23.6,60.5,,1.0,0.30653,0.0
22431,24.9,54.6,,1.0,0.30653,0.0
22432,25.8,53.2,,1.0,0.30653,0.0
22433,25.5,53.2,,1.0,0.3940165100000001,1.0
22434,27.8,45.80000000000001,,1.0,0.3940165100000001,1.0
22435,18.9,63.1,0.4569760000000001,1.0,0.49679,0.0
22436,22.8,41.6,0.256036,1.0,0.49679,0.0
22437,21.4,51.2,0.032761,1.0,0.4997321099999999,0.0
22438,22.6,30.0,0.1936,1.2,0.8878799999999999,-1.0
22439,22.6,27.6,0.2704000000000001,1.2,0.59192,-1.0
22440,22.2,46.80000000000001,0.032761,1.2,0.4997321099999999,0.0
22441,22.2,41.900000000000006,0.038416,1.0,0.4997321099999999,0.0
22442,22.4,47.6,0.038416,1.0,0.4997321099999999,0.0
22443,23.4,43.7,0.0256,1.0,0.57078,-1.0
22444,26.1,29.4,0.053361,1.2,0.57078,0.0
22445,24.5,47.30000000000001,,1.2,0.51793,0.0
22446,26.2,43.2,,1.2,0.51793,2.0
22447,22.6,38.900000000000006,,1.0,0.7720159999999999,1.0
22448,22.7,50.80000000000001,,1.0,0.21430976,-1.0
22449,27.0,34.1,,1.2,0.0920149099999999,1.0
22450,26.9,34.7,,1.0,0.21430976,1.0
22451,23.8,51.5,0.044521,1.0,0.5390699999999998,1.0
22452,22.9,49.80000000000001,0.2745760000000001,1.2,0.5390699999999998,0.0
22453,21.8,45.80000000000001,0.3364,1.0,0.9513,0.0
22454,23.2,40.7,0.2304,1.0,0.9513,0.0
22455,24.5,22.9,0.5328999999999999,1.0,0.9513,0.0
22456,21.3,55.400000000000006,0.044521,1.6,0.41454539,-1.0
22457,22.7,55.6,0.101761,3.8,0.41454539,0.0
22458,22.2,52.2,0.027889,3.8,0.41454539,0.0
22459,19.6,56.400000000000006,0.0852639999999999,1.2,0.41454539,0.0
22460,22.9,46.30000000000001,0.1303209999999999,2.0,0.2680648400000001,0.0
22461,22.8,32.30000000000001,0.076176,1.2,0.41454539,0.0
22462,22.9,50.30000000000001,0.0353439999999999,1.0,0.57078,0.0
22463,24.3,47.30000000000001,0.047089,1.2,0.57078,0.0
22464,24.8,40.2,0.0353439999999999,1.2,0.57078,0.0
22465,21.1,52.2,0.1225,1.2,0.44394,0.0
22466,23.6,42.7,0.1089,1.2,0.44394,0.0
22467,26.6,36.7,,1.0,0.51793,0.0
22468,23.1,52.7,,1.0,0.30653,0.0
22469,23.6,53.2,,1.0,0.30653,1.0
22470,19.9,61.400000000000006,,1.2,1.2336289099999995,0.0
22471,22.4,55.1,,1.0,1.2336289099999995,1.0
22472,23.0,42.1,,1.6,0.5898327499999999,2.0
22473,22.0,55.900000000000006,,1.0,0.3940165100000001,0.0
22474,25.7,42.7,,1.0,0.3940165100000001,1.0
22475,22.3,57.900000000000006,0.101761,1.2,0.49679,0.0
22476,24.0,46.0,0.038416,2.0,0.33824,0.0
22477,23.9,38.900000000000006,0.0829439999999999,1.0,0.49679,0.0
22478,22.5,44.2,0.2304,1.0,0.59192,-1.0
22479,23.9,30.0,0.1681,1.0,0.59192,0.0
22480,22.7,36.400000000000006,0.051076,1.6,0.2680648400000001,0.0
22481,21.1,62.7,,1.2,1.1583129600000006,1.0
22482,24.0,42.7,,1.2,0.5898327499999999,2.0
22483,22.5,59.7,,1.2,0.41454539,1.0
22484,24.7,16.7,,1.2,0.7720159999999999,1.0
22485,19.4,47.0,0.027889,1.0,0.4997321099999999,0.0
22486,19.7,46.400000000000006,0.019044,1.0,0.4997321099999999,-1.0
22487,20.8,40.7,0.027889,1.0,0.4997321099999999,-1.0
22488,18.8,51.30000000000001,,1.0,1.3265417899999998,0.0
22489,24.0,31.7,,1.0,0.91659659,2.0
22490,23.9,28.2,,1.0,0.91659659,1.0
22491,22.1,49.5,0.019044,1.2,0.5390699999999998,0.0
22492,21.8,54.6,0.0660489999999999,1.2,0.5390699999999998,0.0
22493,22.8,51.900000000000006,0.032761,1.2,0.5390699999999998,0.0
22494,22.5,44.2,0.25,1.0,0.6553399999999998,0.0
22495,21.0,46.6,0.3136,1.0,0.6553399999999998,-1.0
22496,20.6,51.80000000000001,0.3136,1.0,0.9513,-2.0
22497,20.1,54.5,0.2116,1.0,0.9513,-2.0
22498,19.5,51.30000000000001,0.0852639999999999,1.6,0.2680648400000001,0.0
22499,20.6,53.2,0.0852639999999999,1.2,0.7341973099999999,0.0
22500,18.7,63.0,0.076176,1.2,0.41454539,-1.0
22501,19.6,55.2,0.023104,1.0,0.8365827499999999,0.0
22502,22.2,40.80000000000001,0.021316,1.0,0.51793,-1.0
22503,22.9,46.80000000000001,0.040804,1.2,0.51793,-1.0
22504,23.8,44.900000000000006,0.060516,1.2,0.51793,-1.0
22505,20.6,55.2,0.032761,3.8,0.7341973099999999,-1.0
22506,20.9,58.80000000000001,0.044521,1.2,0.8365827499999999,0.0
22507,21.6,57.400000000000006,0.058081,1.2,0.8365827499999999,0.0
22508,19.6,51.80000000000001,0.0324,1.2,0.44394,1.0
22509,20.6,50.5,0.0961,1.0,0.6024899999999997,-2.0
22510,20.1,54.6,0.1225,1.2,0.6024899999999997,-2.0
22511,23.6,47.30000000000001,,1.2,0.51793,-1.0
22512,24.0,46.30000000000001,,1.0,0.51793,-1.0
22513,24.9,47.30000000000001,,1.2,0.51793,0.0
22514,22.0,55.1,,1.2,0.72174464,0.0
22515,22.8,49.1,,1.0,0.4779747500000001,1.0
22516,23.7,50.6,,1.0,0.4779747500000001,0.0
22517,24.3,50.6,,1.0,0.4779747500000001,0.0
22518,22.3,55.1,0.019044,1.2,0.5390699999999998,0.0
22519,22.9,54.6,0.038416,1.2,0.5390699999999998,0.0
22520,23.0,55.0,0.019044,1.2,0.5390699999999998,0.0
22521,20.1,58.6,0.0676,1.0,0.9513,-1.0
22522,20.6,61.2,0.1225,1.0,0.9513,-2.0
22523,22.3,49.80000000000001,0.0256,1.2,0.57078,-1.0
22524,23.1,50.900000000000006,0.0302759999999999,1.2,0.4122300000000001,0.0
22525,19.3,62.7,0.0151289999999999,3.8,0.7341973099999999,-1.0
22526,18.6,64.4,0.0529,1.2,0.44394,0.0
22527,19.2,64.4,0.1225,1.2,0.6024899999999997,-2.0
22528,19.8,64.9,0.032761,1.0,0.8365827499999999,-1.0
22529,24.0,50.80000000000001,,1.0,0.51793,0.0
22530,24.5,50.30000000000001,,1.0,0.51793,0.0
22531,24.9,50.30000000000001,,1.0,0.51793,0.0
22532,21.9,54.900000000000006,,3.8,0.3245840000000001,0.0
22533,24.5,53.2,,3.8,0.3245840000000001,1.0
22534,18.2,51.900000000000006,0.1681,3.8,0.49679,-1.0
22535,15.4,63.1,0.067081,1.2,0.82351584,-1.0
22536,23.6,45.30000000000001,,1.2,0.7610399999999998,1.0
22537,25.8,35.1,,1.0,0.7610399999999998,2.0
22538,26.6,29.4,,1.0,0.7610399999999998,2.0
22539,21.8,46.30000000000001,,1.2,1.3265417899999998,0.0
22540,24.7,14.1,,1.2,0.6606329899999998,2.0
22541,22.5,45.80000000000001,,1.0,0.41454539,1.0
22542,27.4,26.5,,3.8,0.2680648400000001,2.0
22543,28.0,16.9,,1.0,0.41454539,2.0
22544,20.2,40.6,0.3844,1.2,0.9513,0.0
22545,19.4,51.80000000000001,0.032041,1.6,0.5554691599999999,0.0
22546,19.3,57.2,0.059049,1.6,0.5554691599999999,0.0
22547,21.3,46.80000000000001,0.0676,1.2,0.9513,-1.0
22548,22.4,31.1,0.2116,1.6,0.7927499999999998,-1.0
22549,21.1,47.30000000000001,0.0440999999999999,2.0,0.2680648400000001,0.0
22550,23.4,43.2,0.0660489999999999,1.0,0.49679,2.0
22551,22.4,30.5,0.0660489999999999,1.2,0.49679,-1.0
22552,22.3,28.3,0.044521,2.0,0.33824,0.0
22553,18.1,52.7,0.3844,1.0,0.6659099999999999,0.0
22554,19.9,25.9,0.25,1.2,0.6659099999999999,0.0
22555,23.8,17.3,0.1369,1.2,0.6659099999999999,0.0
22556,17.9,47.2,0.067081,1.2,0.41454539,-1.0
22557,19.6,27.6,0.076176,1.0,0.7341973099999999,0.0
22558,18.6,43.2,0.1303209999999999,1.2,0.46721124,0.0
22559,19.9,29.9,0.067081,1.2,0.46721124,-1.0
22560,19.6,18.6,0.0440999999999999,1.2,0.3149721900000001,0.0
22561,18.0,50.80000000000001,0.0729,1.0,0.6024899999999997,-1.0
22562,18.5,57.6,0.044521,1.2,0.8365827499999999,-1.0
22563,19.2,43.900000000000006,0.044521,3.8,0.7341973099999999,-1.0
22564,19.1,35.900000000000006,0.0151289999999999,3.8,0.7341973099999999,-1.0
22565,20.1,42.7,0.032761,3.8,0.7341973099999999,0.0
22566,24.9,41.6,,1.0,0.51793,0.0
22567,25.3,34.5,,1.0,0.51793,0.0
22568,25.3,27.0,,1.0,0.51793,0.0
22569,21.4,42.400000000000006,0.058081,1.2,0.49679,0.0
22570,22.2,40.2,0.0660489999999999,1.2,0.49679,0.0
22571,22.6,44.7,0.0829439999999999,1.2,0.49679,0.0
22572,19.4,36.1,0.2116,1.2,0.6870499999999998,-2.0
22573,22.2,17.0,0.0676,1.2,0.6870499999999998,0.0
22574,18.6,48.30000000000001,0.059049,1.2,0.46721124,1.0
22575,19.9,44.0,0.067081,2.0,0.3149721900000001,0.0
22576,19.6,45.0,0.051076,1.6,0.3149721900000001,-1.0
22577,17.0,52.7,0.239121,1.0,0.46721124,-1.0
22578,19.4,42.1,0.067081,1.0,0.46721124,-1.0
22579,21.3,39.900000000000006,0.053361,1.2,0.8350299999999999,-1.0
22580,22.7,35.6,0.068121,1.2,0.8350299999999999,0.0
22581,18.9,49.80000000000001,0.058081,1.2,0.4997321099999999,-2.0
22582,22.7,42.1,,1.2,0.6764799999999999,-1.0
